Entry,Name,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Move 1 Class,Move 2 Class,Move 3 Class,Move 4 Class,Possible Ability,Lv 100 speed,Lv 50 Speed,Attack,Defense,Support,Attack_50,Defense_50,Support_50,CONTAINS_ATK,ATK_COUNT,CONTAINS_DEF,DEF_COUNT,CONTAINS_SPT,SPT_COUNT,ALL3,NumClasses,R_ATK,R_DEF,NOMOVE,R_ATK_50,R_DEF_50,NOMOVE_50,AI_ATK,AI_DEF,AI_SPT,AI_ATK_50,AI_DEF_50,AI_SPT_50
518,Gengar 2,Gengar,2,Adamant,Leftovers,Sludge Bomb,Shadow Ball,Confuse Ray,Will-O-Wisp,Sludge Bomb ATK,Shadow Ball ATK,Confuse Ray SPT,Will-O-Wisp SPT,Levitate,319,162,0.38,0.31,0.31,0.7,0.15,0.15,1,2,0,0,1,2,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
519,Ampharos 2,Ampharos,2,Hardy,BrightPowder,ThunderPunch,Fire Punch,Focus Punch,Thunder Wave,ThunderPunch ATK,Fire Punch ATK,Focus Punch ATK,Thunder Wave SPT,Static,146,75,0.61,0.07,0.32,0.61,0.07,0.32,1,3,0,0,1,1,0,2,0.035,0,0.035,0.035,0,0.035,0.61,0,0.32,0.61,0,0.32
520,Scizor 2,Scizor,2,Adamant,Quick Claw,Silver Wind,Steel Wing,Swords Dance,Light Screen,Silver Wind ATK,Steel Wing ATK,Swords Dance DEF,Light Screen DEF,Swarm,166,85,0.38,0.31,0.31,0.7,0.15,0.15,1,2,1,2,0,0,0,2,0.0775,0.0775,0.155,0.0375,0.0375,0.075,0.38,0.31,0,0.7,0.15,0
521,Heracross 2,Heracross,2,Jolly,Lum Berry,Megahorn,Earthquake,Attract,Bulk Up,Megahorn ATK,Earthquake ATK,Attract SPT,Bulk Up DEF,Swarm / Guts,295,150,0.35,0.05,0.6,0.35,0.6,0.05,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.35,0.05,0.6,0.35,0.6,0.05
522,Ursaring 2,Ursaring,2,Adamant,Quick Claw,Double-Edge,Earthquake,Brick Break,Counter,Double-Edge ATK,Earthquake ATK,Brick Break ATK,Counter SPT,Guts,146,75,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
523,Houndoom 2,Houndoom,2,Modest,Lum Berry,Fire Blast,Crunch,Roar,Rest,Fire Blast ATK,Crunch ATK,Roar SPT,Rest DEF,Early Bird / Flash Fire,289,147,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
524,Donphan 2,Donphan,2,Jolly,Quick Claw,Flail,Endure,Earthquake,Rock Tomb,Flail ATK,Endure DEF,Earthquake ATK,Rock Tomb ATK,Sturdy,218,112,0.35,0.05,0.6,0.35,0.6,0.05,1,3,1,1,0,0,0,2,0.3,0,0.3,0.025,0,0.025,0.35,0.05,0,0.35,0.6,0
525,Claydol 2,Claydol,2,Calm,Leftovers,Psychic,Earthquake,Double Team,Cosmic Power,Psychic ATK,Earthquake ATK,Double Team DEF,Cosmic Power DEF,Levitate,186,95,0.4,0.5,0.1,0.25,0.62,0.13,1,2,1,2,0,0,0,2,0.025,0.025,0.05,0.0325,0.0325,0.065,0.4,0.5,0,0.25,0.62,0
526,Wailord 2,Wailord,2,Adamant,Chesto Berry,Double-Edge,Rest,Curse,Amnesia,Double-Edge ATK,Rest DEF,Curse SPT,Amnesia DEF,Water Veil / Oblivious,156,80,0.38,0.31,0.31,0.7,0.15,0.15,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
527,Ninetales 2,Ninetales,2,Quirky,Lum Berry,Heat Wave,Body Slam,Grudge,Sunny Day,Heat Wave ATK,Body Slam ATK,Grudge DEF,Sunny Day DEF,Flash Fire,299,152,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
528,Machamp 2,Machamp,2,Adamant,Chesto Berry,Cross Chop,Earthquake,Bulk Up,Rest,Cross Chop ATK,Earthquake ATK,Bulk Up DEF,Rest DEF,Guts,146,75,0.38,0.31,0.31,0.7,0.15,0.15,1,2,1,2,0,0,0,2,0.0775,0.0775,0.155,0.0375,0.0375,0.075,0.38,0.31,0,0.7,0.15,0
529,Shuckle 2,Shuckle,2,Careful,Leftovers,Sandstorm,Dig,Flash,Double Team,Sandstorm DEF,Dig ATK,Flash SPT,Double Team DEF,Sturdy,46,25,0.42,0.5,0.08,0.42,0.05,0.53,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.42,0.5,0.08,0.42,0.05,0.53
530,Steelix 2,Steelix,2,Hardy,Leftovers,Earthquake,DragonBreath,Sandstorm,Block,Earthquake ATK,DragonBreath ATK,Sandstorm DEF,Block SPT,Rock Head / Sturdy,96,50,0.61,0.07,0.32,0.61,0.07,0.32,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.61,0.07,0.32,0.61,0.07,0.32
531,Tentacruel 2,Tentacruel,2,Hardy,Leftovers,Toxic,Giga Drain,Confuse Ray,Surf,Toxic SPT,Giga Drain ATK,Confuse Ray SPT,Surf ATK,Clear Body / Liquid Ooze,236,120,0.61,0.07,0.32,0.61,0.07,0.32,1,2,0,0,1,2,0,2,0.035,0,0.035,0.035,0,0.035,0.61,0,0.32,0.61,0,0.32
532,Aerodactyl 2,Aerodactyl,2,Adamant,Choice Band,Hyper Beam,Earthquake,Aerial Ace,AncientPower,Hyper Beam ATK,Earthquake ATK,Aerial Ace ATK,AncientPower ATK,Rock Head / Pressure,338,171,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
533,Porygon2 2,Porygon2,2,Modest,Lum Berry,SolarBeam,Sunny Day,Thunder Wave,Recover,SolarBeam ATK,Sunny Day DEF,Thunder Wave SPT,Recover DEF,Trace,156,80,0.35,0.45,0.2,0.34,0.6,0.06,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
534,Gardevoir 2,Gardevoir,2,Modest,Chesto Berry,Psychic,Calm Mind,Double Team,Rest,Psychic ATK,Calm Mind DEF,Double Team DEF,Rest DEF,Synchronize / Trace,196,100,0.35,0.45,0.2,0.34,0.6,0.06,1,1,1,3,0,0,0,2,0,0.1,0.1,0,0.03,0.03,0.35,0.45,0,0.34,0.6,0
535,Exeggutor 2,Exeggutor,2,Hardy,Chesto Berry,Return,Curse,Sleep Powder,Rest,Return ATK,Curse SPT,Sleep Powder SPT,Rest DEF,Chlorophyll,146,75,0.61,0.07,0.32,0.61,0.07,0.32,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.61,0.07,0.32,0.61,0.07,0.32
536,Starmie 2,Starmie,2,Modest,Shell Bell,Hydro Pump,Thunder,Rain Dance,Recover,Hydro Pump ATK,Thunder ATK,Rain Dance DEF,Recover DEF,Illuminate / Natural Cure,266,135,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,2,0,0,0,2,0.05,0.05,0.1,0.015,0.015,0.03,0.35,0.45,0,0.34,0.6,0
537,Flygon 2,Flygon,2,Modest,BrightPowder,SolarBeam,Fire Blast,Crunch,Sunny Day,SolarBeam ATK,Fire Blast ATK,Crunch ATK,Sunny Day DEF,Levitate,299,152,0.35,0.45,0.2,0.34,0.6,0.06,1,3,1,1,0,0,0,2,0.1,0,0.1,0.03,0,0.03,0.35,0.45,0,0.34,0.6,0
538,Venusaur 2,Venusaur,2,Bold,BrightPowder,Leech Seed,Giga Drain,Double Team,Light Screen,Leech Seed SPT,Giga Drain ATK,Double Team DEF,Light Screen DEF,Overgrow,196,100,0.3,0.2,0.5,0.32,0.58,0.1,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.3,0.2,0.5,0.32,0.58,0.1
539,Vaporeon 2,Vaporeon,2,Docile,Shell Bell,Surf,Ice Beam,Body Slam,Shadow Ball,Surf ATK,Ice Beam ATK,Body Slam ATK,Shadow Ball ATK,Water Absorb,166,85,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
540,Jolteon 2,Jolteon,2,Hardy,Scope Lens,Thunderbolt,Dig,Double Kick,Roar,Thunderbolt ATK,Dig ATK,Double Kick ATK,Roar SPT,Volt Absorb,296,150,0.61,0.07,0.32,0.61,0.07,0.32,1,3,0,0,1,1,0,2,0.035,0,0.035,0.035,0,0.035,0.61,0,0.32,0.61,0,0.32
541,Flareon 2,Flareon,2,Relaxed,Quick Claw,Curse,Attract,Double-Edge,Shadow Ball,Curse SPT,Attract SPT,Double-Edge ATK,Shadow Ball ATK,Flash Fire,149,76,0.25,0.15,0.6,0.75,0.15,0.1,1,2,0,0,1,2,0,2,0.075,0,0.075,0.075,0,0.075,0.25,0,0.6,0.75,0,0.1
542,Meganium 2,Meganium,2,Calm,Leftovers,Leech Seed,Substitute,Double Team,GrassWhistle,Leech Seed SPT,Substitute DEF,Double Team DEF,GrassWhistle SPT,Overgrow,196,100,0.4,0.5,0.1,0.25,0.62,0.13,0,0,1,2,1,2,0,2,0,0.2,0.2,0,0.125,0.125,0,0.5,0.1,0,0.62,0.13
543,Espeon 2,Espeon,2,Docile,Chesto Berry,Psychic,Shadow Ball,Calm Mind,Rest,Psychic ATK,Shadow Ball ATK,Calm Mind DEF,Rest DEF,Synchronize,319,162,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
544,Umbreon 2,Umbreon,2,Adamant,Leftovers,Curse,Screech,Double Team,Double-Edge,Curse SPT,Screech SPT,Double Team DEF,Double-Edge ATK,Synchronize,166,85,0.38,0.31,0.31,0.7,0.15,0.15,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
545,Blastoise 2,Blastoise,2,Brave,Shell Bell,Hydro Pump,Mega Kick,Brick Break,Mirror Coat,Hydro Pump ATK,Mega Kick ATK,Brick Break ATK,Mirror Coat SPT,Torrent,172,88,0.7,0.15,0.15,0.32,0.6,0.08,1,3,0,0,1,1,0,2,0.075,0,0.075,0.3,0,0.3,0.7,0,0.15,0.32,0,0.08
546,Feraligatr 2,Feraligatr,2,Sassy,Quick Claw,Surf,Dragon Claw,Brick Break,Scary Face,Surf ATK,Dragon Claw ATK,Brick Break ATK,Scary Face SPT,Torrent,172,88,0.88,0.06,0.06,0.22,0.2,0.58,1,3,0,0,1,1,0,2,0.03,0,0.03,0.1,0,0.1,0.88,0,0.06,0.22,0,0.58
547,Aggron 2,Aggron,2,Adamant,Scope Lens,Focus Punch,Earthquake,Rock Slide,Thunder Wave,Focus Punch ATK,Earthquake ATK,Rock Slide ATK,Thunder Wave SPT,Sturdy / Rock Head,136,70,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
548,Blaziken 2,Blaziken,2,Docile,Scope Lens,Blaze Kick,Mega Kick,ThunderPunch,Brick Break,Blaze Kick ATK,Mega Kick ATK,ThunderPunch ATK,Brick Break ATK,Blaze,196,100,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
549,Walrein 2,Walrein,2,Quirky,Focus Band,Earthquake,Ice Beam,Curse,Double Team,Earthquake ATK,Ice Beam ATK,Curse SPT,Double Team DEF,Thick Fat,166,85,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
550,Sceptile 2,Sceptile,2,Modest,Lum Berry,Leaf Blade,ThunderPunch,Attract,Double Team,Leaf Blade ATK,ThunderPunch ATK,Attract SPT,Double Team DEF,Overgrow,339,172,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
551,Charizard 2,Charizard,2,Adamant,BrightPowder,Earthquake,Aerial Ace,Dragon Dance,SmokeScreen,Earthquake ATK,Aerial Ace ATK,Dragon Dance DEF,SmokeScreen SPT,Blaze,299,152,0.38,0.31,0.31,0.7,0.15,0.15,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
552,Typhlosion 2,Typhlosion,2,Hardy,Scope Lens,Flamethrower,ThunderPunch,Aerial Ace,Rock Slide,Flamethrower ATK,ThunderPunch ATK,Aerial Ace ATK,Rock Slide ATK,Blaze,278,141,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
553,Lapras 2,Lapras,2,Timid,Quick Claw,Surf,Ice Beam,Body Slam,Roar,Surf ATK,Ice Beam ATK,Body Slam ATK,Roar SPT,Water Absorb / Shell Armor,240,123,0.62,0.1,0.28,0.3,0.2,0.5,1,3,0,0,1,1,0,2,0.05,0,0.05,0.1,0,0.1,0.62,0,0.28,0.3,0,0.5
554,Crobat 2,Crobat,2,Calm,Leftovers,Toxic,Giga Drain,Confuse Ray,Double Team,Toxic SPT,Giga Drain ATK,Confuse Ray SPT,Double Team DEF,Inner Focus,296,150,0.4,0.5,0.1,0.25,0.62,0.13,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.4,0.5,0.1,0.25,0.62,0.13
555,Swampert 2,Swampert,2,Docile,Quick Claw,Surf,Earthquake,Counter,Mirror Coat,Surf ATK,Earthquake ATK,Counter SPT,Mirror Coat SPT,Torrent,156,80,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
556,Gyarados 2,Gyarados,2,Modest,Shell Bell,Hydro Pump,Thunderbolt,Fire Blast,Blizzard,Hydro Pump ATK,Thunderbolt ATK,Fire Blast ATK,Blizzard ATK,Intimidate,261,133,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
557,Snorlax 2,Snorlax,2,Adamant,Chesto Berry,Earthquake,Rock Slide,Curse,Rest,Earthquake ATK,Rock Slide ATK,Curse SPT,Rest DEF,Immunity / Thick Fat,96,50,0.38,0.31,0.31,0.7,0.15,0.15,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
558,Kingdra 2,Kingdra,2,Modest,Chesto Berry,Surf,Ice Beam,DragonBreath,Rest,Surf ATK,Ice Beam ATK,DragonBreath ATK,Rest DEF,Swift Swim,206,105,0.35,0.45,0.2,0.34,0.6,0.06,1,3,1,1,0,0,0,2,0.1,0,0.1,0.03,0,0.03,0.35,0.45,0,0.34,0.6,0
559,Blissey 2,Blissey,2,Bold,Leftovers,Seismic Toss,Sing,Attract,Substitute,Seismic Toss ATK,Sing SPT,Attract SPT,Substitute DEF,Natural Cure / Serene Grace,146,75,0.3,0.2,0.5,0.32,0.58,0.1,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.3,0.2,0.5,0.32,0.58,0.1
560,Milotic 2,Milotic,2,Modest,Focus Band,Surf,Ice Beam,Safeguard,Mirror Coat,Surf ATK,Ice Beam ATK,Safeguard DEF,Mirror Coat SPT,Marvel Scale,198,101,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
561,Arcanine 2,Arcanine,2,Docile,Lum Berry,Fire Blast,Sunny Day,Crunch,Roar,Fire Blast ATK,Sunny Day DEF,Crunch ATK,Roar SPT,Intimidate / Flash Fire,289,147,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
562,Salamence 2,Salamence,2,Hardy,Leftovers,Double-Edge,Crunch,Swagger,Protect,Double-Edge ATK,Crunch ATK,Swagger SPT,Protect DEF,Intimidate,278,141,0.61,0.07,0.32,0.61,0.07,0.32,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.61,0.07,0.32,0.61,0.07,0.32
563,Metagross 2,Metagross,2,Adamant,Lum Berry,Earthquake,Meteor Mash,Psych Up,Swagger,Earthquake ATK,Meteor Mash ATK,Psych Up SPT,Swagger SPT,Clear Body,218,111,0.38,0.31,0.31,0.7,0.15,0.15,1,2,0,0,1,2,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
564,Slaking 2,Slaking,2,Adamant,Leftovers,Mega Kick,Shadow Ball,Yawn,Amnesia,Mega Kick ATK,Shadow Ball ATK,Yawn SPT,Amnesia DEF,Truant,236,120,0.38,0.31,0.31,0.7,0.15,0.15,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
565,Dugtrio 3,Dugtrio,3,Adamant,King's Rock,Earthquake,Double-Edge,Sludge Bomb,Fissure,Earthquake ATK,Double-Edge ATK,Sludge Bomb ATK,Fissure ATK,Sand Veil / Arena Trap,339,172,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
566,Medicham 3,Medicham,3,Hardy,Scope Lens,DynamicPunch,ThunderPunch,Ice Punch,Fire Punch,DynamicPunch ATK,ThunderPunch ATK,Ice Punch ATK,Fire Punch ATK,Pure Power,259,132,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
567,Misdreavus 3,Misdreavus,3,Bold,BrightPowder,Perish Song,Mean Look,Thunder Wave,Confuse Ray,Perish Song DEF,Mean Look SPT,Thunder Wave SPT,Confuse Ray SPT,Levitate,206,105,0.3,0.2,0.5,0.32,0.58,0.1,0,0,1,1,1,3,0,2,0,0.15,0.15,0,0.16,0.16,0,0.2,0.5,0,0.58,0.1
568,Fearow 3,Fearow,3,Hardy,Scope Lens,Drill Peck,Return,Steel Wing,Faint Attack,Drill Peck ATK,Return ATK,Steel Wing ATK,Faint Attack ATK,Keen Eye,299,152,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
569,Granbull 3,Granbull,3,Adamant,Quick Claw,Double-Edge,Earthquake,Sludge Bomb,Rock Slide,Double-Edge ATK,Earthquake ATK,Sludge Bomb ATK,Rock Slide ATK,Intimidate,126,65,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
570,Jynx 3,Jynx,3,Hardy,Quick Claw,Dream Eater,Lovely Kiss,Attract,Substitute,Dream Eater ATK,Lovely Kiss SPT,Attract SPT,Substitute DEF,Oblivious,226,115,0.61,0.07,0.32,0.61,0.07,0.32,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.61,0.07,0.32,0.61,0.07,0.32
571,Dusclops 3,Dusclops,3,Adamant,Leftovers,Psych Up,Swagger,Shadow Ball,Earthquake,Psych Up SPT,Swagger SPT,Shadow Ball ATK,Earthquake ATK,Pressure,86,45,0.38,0.31,0.31,0.7,0.15,0.15,1,2,0,0,1,2,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
572,Dodrio 3,Dodrio,3,Adamant,Lum Berry,Double-Edge,Drill Peck,Steel Wing,Faint Attack,Double-Edge ATK,Drill Peck ATK,Steel Wing ATK,Faint Attack ATK,Run Away / Early Bird,299,152,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
573,Mrmime 3,Mrmime,3,Modest,Choice Band,Trick,Torment,Psychic,Thunderbolt,Trick SPT,Torment SPT,Psychic ATK,Thunderbolt ATK,Soundproof,216,110,0.35,0.45,0.2,0.34,0.6,0.06,1,2,0,0,1,2,0,2,0.225,0,0.225,0.3,0,0.3,0.35,0,0.2,0.34,0,0.06
574,Lanturn 3,Lanturn,3,Modest,BrightPowder,Hydro Pump,Thunder,Confuse Ray,Rain Dance,Hydro Pump ATK,Thunder ATK,Confuse Ray SPT,Rain Dance DEF,Volt Absorb / Illuminate,233,119,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
575,Breloom 3,Breloom,3,Adamant,Leftovers,Iron Tail,Focus Punch,Attract,Spore,Iron Tail ATK,Focus Punch ATK,Attract SPT,Spore SPT,Effect Spore,239,122,0.38,0.31,0.31,0.7,0.15,0.15,1,2,0,0,1,2,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
576,Forretress 3,Forretress,3,Quiet,Focus Band,Explosion,Earthquake,Giga Drain,Zap Cannon,Explosion ATK,Earthquake ATK,Giga Drain ATK,Zap Cannon ATK,Sturdy,104,54,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
577,Whiscash 3,Whiscash,3,Hardy,Chesto Berry,Sleep Talk,Rest,Surf,Fissure,Sleep Talk SPT,Rest DEF,Surf ATK,Fissure ATK,Oblivious,156,80,0.61,0.07,0.32,0.61,0.07,0.32,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.61,0.07,0.32,0.61,0.07,0.32
578,Xatu 3,Xatu,3,Jolly,King's Rock,Drill Peck,Psychic,Giga Drain,Steel Wing,Drill Peck ATK,Psychic ATK,Giga Drain ATK,Steel Wing ATK,Synchronize / Early Bird,294,150,0.35,0.05,0.6,0.35,0.6,0.05,1,4,0,0,0,0,0,1,0.325,0,0.325,0.325,0,0.325,0.35,0,0,0.35,0,0
579,Skarmory 3,Skarmory,3,Careful,Chesto Berry,Toxic,Curse,Rest,Fly,Toxic SPT,Curse SPT,Rest DEF,Fly ATK,Keen Eye / Sturdy,176,90,0.42,0.5,0.08,0.42,0.05,0.53,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.42,0.5,0.08,0.42,0.05,0.53
580,Marowak 3,Marowak,3,Adamant,Thick Club,Earthquake,Rock Slide,Swords Dance,Brick Break,Earthquake ATK,Rock Slide ATK,Swords Dance DEF,Brick Break ATK,Rock Head / Lightningrod,189,97,0.38,0.31,0.31,0.7,0.15,0.15,1,3,1,1,0,0,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0.31,0,0.7,0.15,0
581,Quagsire 3,Quagsire,3,Adamant,Quick Claw,Earthquake,Sludge Bomb,Double-Edge,Curse,Earthquake ATK,Sludge Bomb ATK,Double-Edge ATK,Curse SPT,Damp / Water Absorb,106,55,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
582,Clefable 3,Clefable,3,Modest,Lum Berry,Thunderbolt,Ice Beam,Flamethrower,Magical Leaf,Thunderbolt ATK,Ice Beam ATK,Flamethrower ATK,Magical Leaf ATK,Cute Charm,156,80,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
583,Hariyama 3,Hariyama,3,Adamant,Quick Claw,Cross Chop,Earthquake,Rock Slide,Facade,Cross Chop ATK,Earthquake ATK,Rock Slide ATK,Facade ATK,Thick Fat / Guts,136,70,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
584,Raichu 3,Raichu,3,Docile,Cheri Berry,Thunder,Rain Dance,Iron Tail,Attract,Thunder ATK,Rain Dance DEF,Iron Tail ATK,Attract SPT,Static,299,152,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
585,Dewgong 3,Dewgong,3,Bold,Chesto Berry,Horn Drill,Sheer Cold,Sleep Talk,Rest,Horn Drill ATK,Sheer Cold ATK,Sleep Talk SPT,Rest DEF,Thick Fat,176,90,0.3,0.2,0.5,0.32,0.58,0.1,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.3,0.2,0.5,0.32,0.58,0.1
586,Manectric 3,Manectric,3,Quirky,Lum Berry,Thunderbolt,Iron Tail,Thunder Wave,Roar,Thunderbolt ATK,Iron Tail ATK,Thunder Wave SPT,Roar SPT,Static / Lightningrod,309,157,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
587,Vileplume 3,Vileplume,3,Quirky,Leftovers,Attract,Stun Spore,Sludge Bomb,Giga Drain,Attract SPT,Stun Spore SPT,Sludge Bomb ATK,Giga Drain ATK,Chlorophyll,136,70,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
588,Victreebel 3,Victreebel,3,Quirky,BrightPowder,Stun Spore,Ingrain,Giga Drain,Sludge Bomb,Stun Spore SPT,Ingrain DEF,Giga Drain ATK,Sludge Bomb ATK,Chlorophyll,176,90,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
589,Electrode 3,Electrode,3,Naughty,Liechi Berry,Explosion,Thunderbolt,Thunder Wave,Endure,Explosion ATK,Thunderbolt ATK,Thunder Wave SPT,Endure DEF,Soundproof / Static,316,160,0.2,0.7,0.1,0.7,0.22,0.08,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.2,0.7,0.1,0.7,0.22,0.08
590,Exploud 3,Exploud,3,Modest,White Herb,Overheat,Ice Beam,ThunderPunch,Extrasensory,Overheat ATK,Ice Beam ATK,ThunderPunch ATK,Extrasensory ATK,Soundproof,235,120,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
591,Shiftry 3,Shiftry,3,Quirky,Focus Band,SolarBeam,Sunny Day,Explosion,Synthesis,SolarBeam ATK,Sunny Day DEF,Explosion ATK,Synthesis DEF,Chlorophyll / Early Bird,196,100,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
592,Glalie 3,Glalie,3,Hardy,Shell Bell,Blizzard,Earthquake,Double-Edge,Shadow Ball,Blizzard ATK,Earthquake ATK,Double-Edge ATK,Shadow Ball ATK,Inner Focus,238,121,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
